LINEUP	TM	MIN	PTS	2PTM	2PTA	2PT%	3PTM	3PTA	3PT%	FGM	FGA	FG%	FTM	FTA	FT%	OR	DR	TR	AST	PF	DF	ST	TO	BLK	BLKA	VAL	+ / -
Obst A., Weiler-Babb N., Hunter O., Lucic V., Sisko Z.	BAY	0.4	3	0	0	-	1	1	100%	1	1	100%	0	0	-	0	0	0	1	0	0	0	0	0	0	4	3
Rubit A., Winston C., Weiler-Babb N., Hunter O., Lucic V.	BAY	7	13	1	8	13%	3	4	75%	4	12	33%	2	2	100%	1	5	6	2	5	2	1	0	0	0	11	-1
Booker D., Pierre D., Calathes N., Hayes N., Wilbekin S.	FBD	14.7	33	6	8	75%	5	11	45%	11	19	58%	6	6	100%	1	8	9	7	8	5	3	5	2	0	38	5
Pierre D., Calathes N., Hayes N., Wilbekin S., Jekiri T.	FBD	10.7	17	5	6	83%	2	7	29%	7	13	54%	1	3	33%	1	7	8	6	2	6	4	4	0	0	27	2
Rubit A., Winston C., Walden C., Weiler-Babb N., Hunter O.	BAY	5.1	9	2	3	67%	1	3	33%	3	6	50%	2	4	50%	0	3	3	2	2	2	0	3	1	0	7	-6
Rubit A., Walden C., Gillespie F., Weiler-Babb N., Sisko Z.	BAY	1.2	0	0	0	-	0	0	-	0	0	-	0	0	-	0	1	1	0	2	1	0	2	0	0	-2	-1
Rubit A., Walden C., Weiler-Babb N., Lucic V., Sisko Z.	BAY	2.2	2	1	1	100%	0	2	0%	1	3	33%	0	0	-	0	0	0	1	0	1	1	0	0	0	3	-2
Obst A., Rubit A., Weiler-Babb N., Lucic V., Sisko Z.	BAY	0.3	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	1	0	0	-2	0
Edwards C., Motley J., Guduric M., Calathes N., Hayes N.	FBD	9.2	20	6	10	60%	2	4	50%	8	14	57%	2	2	100%	0	3	3	6	5	5	1	1	0	2	21	-2
Obst A., Gillespie F., Jaramaz O., Lucic V., Sisko Z.	BAY	0.6	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	0	0	0	0	1	0	0	0	0	0	-2
Edwards C., Pierre D., Guduric M., Hayes N., Jekiri T.	FBD	10.4	31	7	9	78%	5	8	63%	12	17	71%	2	4	50%	1	7	8	11	1	8	4	1	0	0	53	14
Obst A., Weiler-Babb N., Jaramaz O., Hunter O., Lucic V.	BAY	3.2	4	2	3	67%	0	2	0%	2	5	40%	0	0	-	0	0	0	1	1	0	0	1	0	0	0	-5
Obst A., Walden C., Weiler-Babb N., Hunter O., Lucic V.	BAY	5.2	7	2	3	67%	1	4	25%	3	7	43%	0	0	-	1	5	6	1	2	0	1	2	2	0	9	3
Edwards C., Pierre D., Motley J., Guduric M., Hayes N.	FBD	27.2	50	14	33	42%	4	11	36%	18	44	41%	10	12	83%	6	14	20	11	20	15	6	5	0	3	46	1
Obst A., Rubit A., Walden C., Weiler-Babb N., Wimberg N.	BAY	0.1	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	0	0	0	-1	0
Obst A., Rubit A., Weiler-Babb N., Wimberg N., Jaramaz O.	BAY	0.9	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	2	0	0	-3	-4
Obst A., Gillespie F., Weiler-Babb N., Wimberg N., Jaramaz O.	BAY	3.6	8	0	1	0%	2	4	50%	2	5	40%	2	2	100%	1	3	4	2	1	5	1	1	1	0	16	6
Edwards C., Booker D., Pierre D., Motley J., Guduric M.	FBD	7.3	12	4	8	50%	1	1	100%	5	9	56%	1	2	50%	1	7	8	3	4	2	0	3	0	0	13	-1
Edwards C., Booker D., Pierre D., Akpinar I., Motley J.	FBD	2.1	0	0	2	0%	0	1	0%	0	3	0%	0	0	-	0	1	1	0	4	0	0	1	0	1	-8	-8
Webb J., Prepelic K., Alexander K., Van Rossom S., Claver V.	VBC	2.7	2	1	2	50%	0	2	0%	1	4	25%	0	0	-	0	2	2	0	2	0	1	1	0	0	-1	0
Thompson D., Hommes D., Kotsar M., Howard M., Giedraitis R.	BSK	89.4	194	52	86	60%	21	63	33%	73	149	49%	27	40	68%	19	54	73	43	44	45	20	19	6	8	221	27
Dubljevic B., Webb J., Prepelic K., Van Rossom S., Claver V.	VBC	1.3	5	2	3	67%	0	0	-	2	3	67%	1	1	100%	0	1	1	1	2	2	1	0	0	1	6	4
Dubljevic B., Jones C., Puerto J., Prepelic K., Claver V.	VBC	12.9	25	4	11	36%	5	9	56%	9	20	45%	2	3	67%	2	9	11	5	7	4	0	5	0	3	18	-9
Dubljevic B., Jones C., Rivero J., Radebaugh J., Puerto J.	VBC	6.2	16	4	6	67%	0	1	0%	4	7	57%	8	11	73%	2	5	7	2	3	5	0	0	0	0	21	1
Thompson D., Hommes D., Howard M., Costello M., Giedraitis R.	BSK	31.5	73	18	35	51%	8	30	27%	26	65	40%	13	15	87%	13	19	32	13	21	14	1	4	3	5	65	23
Kurucs A., Hommes D., Howard M., Costello M., Giedraitis R.	BSK	2.1	9	0	0	-	3	4	75%	3	4	75%	0	0	-	0	2	2	2	2	2	0	0	0	0	12	3
Kurucs A., Hommes D., Howard M., Costello M., Marinkovic V.	BSK	1.3	2	1	2	50%	0	0	-	1	2	50%	0	1	0%	0	0	0	1	2	0	0	0	0	0	-1	-2
Kurucs A., Hommes D., Costello M., Sedekerskis T., Marinkovic V.	BSK	3	9	0	0	-	3	4	75%	3	4	75%	0	0	-	0	0	0	2	4	0	0	1	0	0	5	1
Kurucs A., Diez D., Costello M., Sedekerskis T., Marinkovic V.	BSK	2.3	3	1	4	25%	0	1	0%	1	5	20%	1	1	100%	1	1	2	1	2	1	0	1	0	0	0	-3
Jones C., Webb J., Rivero J., Radebaugh J., Puerto J.	VBC	19.1	28	8	14	57%	4	11	36%	12	25	48%	0	0	-	3	8	11	4	7	9	2	6	0	0	28	-10
Kurucs A., Diez D., Kotsar M., Sedekerskis T., Marinkovic V.	BSK	2.6	1	0	3	0%	0	0	-	0	3	0%	1	2	50%	0	1	1	1	2	1	0	1	0	0	-3	-7
Webb J., Harper J., Rivero J., Radebaugh J., Puerto J.	VBC	9.2	18	7	13	54%	0	5	0%	7	18	39%	4	6	67%	7	7	14	3	4	7	2	4	0	1	22	8
Webb J., Harper J., Radebaugh J., Puerto J., Alexander K.	VBC	8.8	23	4	7	57%	4	6	67%	8	13	62%	3	3	100%	0	6	6	4	6	4	0	2	1	0	25	7
Webb J., Harper J., Radebaugh J., Alexander K., Lopez-Arostegui X.	VBC	3.9	7	1	4	25%	1	4	25%	2	8	25%	2	2	100%	1	3	4	2	2	1	0	0	0	0	6	-3
Diez D., Thompson D., Kotsar M., Sedekerskis T., Marinkovic V.	BSK	3	7	2	2	100%	1	2	50%	3	4	75%	0	0	-	0	4	4	3	2	2	0	1	0	0	12	2
Webb J., Harper J., Prepelic K., Alexander K., Lopez-Arostegui X.	VBC	3.1	5	1	2	50%	1	2	50%	2	4	50%	0	0	-	1	1	2	2	1	1	0	1	1	0	7	-4
Thompson D., Kotsar M., Giedraitis R., Sedekerskis T., Marinkovic V.	BSK	3.3	6	3	3	100%	0	1	0%	3	4	75%	0	2	0%	0	3	3	2	0	2	1	1	0	0	10	2
Dubljevic B., Webb J., Harper J., Prepelic K., Lopez-Arostegui X.	VBC	4	10	2	4	50%	2	5	40%	4	9	44%	0	0	-	2	4	6	4	2	1	2	2	0	0	14	4
Dubljevic B., Harper J., Prepelic K., Claver V., Lopez-Arostegui X.	VBC	3.7	2	0	2	0%	0	5	0%	0	7	0%	2	2	100%	2	1	3	0	2	2	0	3	0	0	-5	-7
Dubljevic B., Jones C., Prepelic K., Claver V., Lopez-Arostegui X.	VBC	5.4	7	1	1	100%	1	3	33%	2	4	50%	2	2	100%	0	5	5	2	2	3	2	2	0	0	13	1
Dubljevic B., Jones C., Van Rossom S., Claver V., Lopez-Arostegui X.	VBC	9.6	26	5	8	63%	3	6	50%	8	14	57%	7	7	100%	2	5	7	5	6	6	1	3	1	0	31	8
Thompson D., Kotsar M., Howard M., Giedraitis R., Sedekerskis T.	BSK	13.8	24	7	18	39%	3	6	50%	10	24	42%	1	2	50%	6	8	14	6	7	8	2	6	2	0	28	-3
Kurucs A., Kotsar M., Howard M., Giedraitis R., Sedekerskis T.	BSK	0.6	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	1	0	1	0	0	-1	-7
Kurucs A., Hommes D., Kotsar M., Howard M., Giedraitis R.	BSK	7.5	7	2	9	22%	1	6	17%	3	15	20%	0	0	-	2	6	8	1	3	4	1	2	0	1	3	-4
Jones C., Rivero J., Van Rossom S., Claver V., Lopez-Arostegui X.	VBC	1	0	0	1	0%	0	1	0%	0	2	0%	0	0	-	0	0	0	0	0	1	0	0	0	0	-1	-2
Kurucs A., Hommes D., Kotsar M., Giedraitis R., Marinkovic V.	BSK	3.3	10	1	2	50%	2	2	100%	3	4	75%	2	2	100%	0	4	4	1	2	2	0	0	0	1	13	6
Thompson D., Hommes D., Kotsar M., Giedraitis R., Marinkovic V.	BSK	136.4	313	82	143	57%	36	87	41%	118	230	51%	41	49	84%	31	68	99	79	55	61	37	31	13	9	387	34
Thompson D., Hommes D., Costello M., Giedraitis R., Marinkovic V.	BSK	31.6	92	15	21	71%	13	26	50%	28	47	60%	23	29	79%	10	22	32	12	13	29	6	8	6	2	129	38
Kurucs A., Hommes D., Costello M., Giedraitis R., Marinkovic V.	BSK	6.8	12	2	4	50%	2	5	40%	4	9	44%	2	2	100%	1	5	6	2	4	2	0	1	0	0	12	-1
Jones C., Harper J., Rivero J., Radebaugh J., Puerto J.	VBC	1.2	3	0	0	-	1	1	100%	1	1	100%	0	0	-	0	0	0	1	1	0	0	0	0	0	3	2
Harper J., Rivero J., Radebaugh J., Puerto J., Alexander K.	VBC	3	8	4	4	100%	0	1	0%	4	5	80%	0	0	-	0	0	0	2	1	1	0	0	0	0	9	-1
Harper J., Rivero J., Radebaugh J., Alexander K., Claver V.	VBC	6.4	10	2	7	29%	1	5	20%	3	12	25%	3	3	100%	4	6	10	2	1	5	2	3	0	1	15	3
Harper J., Radebaugh J., Prepelic K., Alexander K., Claver V.	VBC	1.2	6	1	2	50%	0	0	-	1	2	50%	4	4	100%	0	2	2	0	1	2	0	0	0	0	8	3
Harper J., Prepelic K., Alexander K., Van Rossom S., Claver V.	VBC	2.3	5	1	1	100%	1	3	33%	2	4	50%	0	1	0%	0	3	3	2	0	2	0	0	0	0	9	1
Thompson D., Howard M., Costello M., Giedraitis R., Sedekerskis T.	BSK	12.3	40	11	14	79%	4	12	33%	15	26	58%	6	8	75%	4	9	13	7	7	7	1	0	1	1	48	16
Webb J., Harper J., Prepelic K., Van Rossom S., Claver V.	VBC	0.6	3	0	0	-	0	1	0%	0	1	0%	3	3	100%	0	1	1	0	0	0	0	0	0	0	3	3
Howard M., Costello M., Giedraitis R., Sedekerskis T., Marinkovic V.	BSK	0.4	0	0	1	0%	0	0	-	0	1	0%	0	0	-	0	0	0	0	1	0	0	0	0	0	-2	-2
Kotsar M., Howard M., Giedraitis R., Sedekerskis T., Marinkovic V.	BSK	4.4	9	2	2	100%	1	4	25%	3	6	50%	2	2	100%	0	3	3	0	3	3	0	2	0	0	7	-5
Dubljevic B., Webb J., Harper J., Prepelic K., Van Rossom S.	VBC	2.2	2	1	2	50%	0	0	-	1	2	50%	0	2	0%	0	0	0	0	3	3	0	1	0	0	-2	-2
Hommes D., Kotsar M., Howard M., Sedekerskis T., Marinkovic V.	BSK	2.9	8	1	2	50%	2	2	100%	3	4	75%	0	0	-	0	0	0	1	2	0	1	0	0	0	7	4
Thompson D., Hommes D., Kotsar M., Howard M., Sedekerskis T.	BSK	12.1	28	8	10	80%	4	11	36%	12	21	57%	0	1	0%	3	10	13	6	9	5	3	5	0	0	31	9
Dubljevic B., Jones C., Harper J., Rivero J., Prepelic K.	VBC	1.6	2	0	2	0%	0	2	0%	0	4	0%	2	2	100%	1	2	3	0	1	2	0	1	0	0	1	0
Dubljevic B., Jones C., Rivero J., Radebaugh J., Prepelic K.	VBC	1.2	0	0	2	0%	0	0	-	0	2	0%	0	0	-	2	0	2	0	1	2	1	2	0	0	0	-7
Dubljevic B., Jones C., Rivero J., Radebaugh J., Claver V.	VBC	4.9	13	4	5	80%	1	2	50%	5	7	71%	2	4	50%	1	4	5	3	2	1	1	1	0	0	16	7
Thompson D., Hommes D., Howard M., Costello M., Sedekerskis T.	BSK	2	5	1	1	100%	1	2	50%	2	3	67%	0	0	-	1	0	1	1	0	2	1	1	0	0	8	1
Harper J., Rivero J., Radebaugh J., Prepelic K., Alexander K.	VBC	2.5	6	1	2	50%	1	2	50%	2	4	50%	1	4	25%	1	2	3	0	2	1	0	0	1	0	4	0
M'Baye A., Zizic A., Bryant E., Beaubois R., Micic V.	EFS	41.1	71	19	35	54%	9	29	31%	28	64	44%	6	11	55%	12	23	35	18	21	16	9	12	5	2	78	-1
Bentil B., Lazic B., Adams J., Mitrovic L., Markovic S.	CZV	18.5	30	7	19	37%	4	11	36%	11	30	37%	4	5	80%	8	12	20	10	7	8	1	5	2	4	35	1
Bentil B., Lazic B., Adams J., Mitrovic L., Topic N.	CZV	2	3	0	1	0%	1	1	100%	1	2	50%	0	0	-	0	0	0	1	0	2	0	1	0	0	4	-4
M'Baye A., Zizic A., Tuncer B., Bryant E., Beaubois R.	EFS	4.4	16	3	4	75%	3	4	75%	6	8	75%	1	1	100%	1	2	3	3	0	2	1	1	0	1	21	9
M'Baye A., Zizic A., Tuncer B., Beaubois R., Clyburn W.	EFS	22.1	47	9	15	60%	9	14	64%	18	29	62%	2	4	50%	0	13	13	11	12	10	1	4	3	0	56	-2
Bentil B., Martin H., Adams J., Topic N., Lazarevic S.	CZV	3.2	6	2	3	67%	0	2	0%	2	5	40%	2	3	67%	1	2	3	2	0	0	0	1	0	1	5	-2
M'Baye A., Zizic A., Tuncer B., Bryant E., Clyburn W.	EFS	3.3	3	1	4	25%	0	1	0%	1	5	20%	1	2	50%	1	1	2	1	0	2	0	1	0	0	2	-1
Polonara A., Tuncer B., Bryant E., Pleiss T., Clyburn W.	EFS	2.9	0	0	2	0%	0	2	0%	0	4	0%	0	0	-	0	2	2	0	0	1	0	0	0	0	-1	-5
Bentil B., Lazic B., Martin H., Ivanovic N., Lazarevic S.	CZV	2.2	5	1	2	50%	0	1	0%	1	3	33%	3	4	75%	1	2	3	1	1	0	0	0	0	1	4	2
Lazic B., Petrusev F., Martin H., Ivanovic N., Lazarevic S.	CZV	4.3	7	2	4	50%	1	2	50%	3	6	50%	0	1	0%	1	5	6	3	2	2	0	2	0	0	10	1
Polonara A., Arna E., Pleiss T., Micic V., Clyburn W.	EFS	3.1	7	2	4	50%	1	3	33%	3	7	43%	0	0	-	2	1	3	0	3	1	1	0	0	0	5	1
Lazic B., Petrusev F., Martin H., Adams J., Ivanovic N.	CZV	1.8	4	2	3	67%	0	0	-	2	3	67%	0	0	-	1	1	2	1	1	1	0	1	0	0	5	1
Polonara A., Beaubois R., Pleiss T., Micic V., Clyburn W.	EFS	18.3	45	9	16	56%	8	13	62%	17	29	59%	3	6	50%	5	9	14	8	6	9	4	6	4	4	53	12
Polonara A., Dunston B., Beaubois R., Micic V., Clyburn W.	EFS	7.6	17	4	9	44%	2	6	33%	6	15	40%	3	4	75%	3	7	10	4	6	5	0	0	3	0	23	7
Lazic B., Petrusev F., Adams J., Mitrovic L., Ivanovic N.	CZV	1.2	2	0	0	-	0	1	0%	0	1	0%	2	2	100%	0	0	0	0	4	1	0	1	0	0	-3	0
Bentil B., Adams J., Mitrovic L., Ivanovic N., Lazarevic S.	CZV	5.3	10	3	5	60%	1	2	50%	4	7	57%	1	2	50%	0	2	2	1	1	2	2	0	0	0	12	0
Bentil B., Adams J., Mitrovic L., Lazarevic S., Markovic S.	CZV	0.5	2	0	1	0%	0	0	-	0	1	0%	2	2	100%	1	0	1	0	0	1	0	0	0	0	3	0
M'Baye A., Dunston B., Beaubois R., Micic V., Clyburn W.	EFS	46.4	84	13	36	36%	14	34	41%	27	70	39%	16	22	73%	10	35	45	20	21	26	11	14	5	3	104	-4
Bentil B., Mitrovic L., Ivanovic N., Lazarevic S., Markovic S.	CZV	1.5	3	1	2	50%	0	0	-	1	2	50%	1	2	50%	1	1	2	1	1	0	0	1	0	0	2	1
M'Baye A., Beaubois R., Pleiss T., Micic V., Clyburn W.	EFS	85	181	36	62	58%	30	69	43%	66	131	50%	19	25	76%	20	52	72	44	30	42	4	26	4	4	216	2
Bentil B., Lazic B., Mitrovic L., Lazarevic S., Markovic S.	CZV	0.4	0	0	0	-	0	0	-	0	0	-	0	0	-	0	1	1	0	0	0	0	0	1	0	2	0
M'Baye A., Zizic A., Beaubois R., Micic V., Clyburn W.	EFS	66.7	149	29	52	56%	24	44	55%	53	96	55%	19	22	86%	9	37	46	33	19	34	12	17	6	2	196	31
Lazic B., Petrusev F., Mitrovic L., Ivanovic N., Markovic S.	CZV	4.1	4	2	3	67%	0	2	0%	2	5	40%	0	0	-	0	3	3	1	0	2	0	1	0	0	6	-6
Petrusev F., Martin H., Adams J., Ivanovic N., Lazarevic S.	CZV	3.1	5	0	1	0%	1	2	50%	1	3	33%	2	2	100%	0	5	5	1	0	1	0	2	0	1	7	-1
M'Baye A., Dunston B., Arna E., Bryant E., Beaubois R.	EFS	0.9	1	0	0	-	0	0	-	0	0	-	1	2	50%	0	1	1	0	1	1	0	0	0	0	1	1
Bentil B., Martin H., Adams J., Ivanovic N., Lazarevic S.	CZV	0.9	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	1	1	0	1	1	0	0	0	0	0	-1
Dunston B., Arna E., Bryant E., Beaubois R., Clyburn W.	EFS	0.4	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	0	0	0	0	0	0	0	0	0	-1	-2
Dunston B., Bryant E., Beaubois R., Micic V., Clyburn W.	EFS	23.7	51	11	15	73%	7	17	41%	18	32	56%	8	9	89%	6	13	19	7	13	7	5	12	2	0	51	0
Polonara A., Dunston B., Bryant E., Beaubois R., Micic V.	EFS	3.9	12	2	4	50%	2	3	67%	4	7	57%	2	3	67%	0	3	3	4	2	2	1	0	1	0	17	9
Polonara A., Dunston B., Bryant E., Micic V., Clyburn W.	EFS	9.4	17	3	3	100%	2	12	17%	5	15	33%	5	5	100%	4	4	8	1	4	8	1	1	1	0	21	6
Bentil B., Lazic B., Mitrovic L., Ivanovic N., Lazarevic S.	CZV	1.1	0	0	0	-	0	0	-	0	0	-	0	0	-	0	1	1	0	1	0	0	1	0	0	-1	-2
Lazic B., Adams J., Mitrovic L., Ivanovic N., Lazarevic S.	CZV	0.5	0	0	0	-	0	0	-	0	0	-	0	0	-	0	1	1	0	1	0	0	2	0	0	-2	-2
Petrusev F., Adams J., Mitrovic L., Ivanovic N., Markovic S.	CZV	2.8	3	0	2	0%	1	2	50%	1	4	25%	0	0	-	0	2	2	1	0	2	0	1	1	0	5	-2
M'Baye A., Dunston B., Bryant E., Micic V., Clyburn W.	EFS	31.5	67	15	23	65%	9	17	53%	24	40	60%	10	12	83%	6	17	23	11	13	25	5	12	4	2	90	-2
Petrusev F., Mitrovic L., Ivanovic N., Lazarevic S., Markovic S.	CZV	2.2	7	2	2	100%	1	1	100%	3	3	100%	0	1	0%	0	1	1	2	0	1	0	0	0	0	10	1
Petrusev F., Martin H., Ivanovic N., Lazarevic S., Markovic S.	CZV	2.2	2	1	1	100%	0	1	0%	1	2	50%	0	0	-	0	1	1	1	2	0	0	1	0	0	0	-3
M'Baye A., Bryant E., Pleiss T., Micic V., Clyburn W.	EFS	28.1	51	12	21	57%	6	20	30%	18	41	44%	9	11	82%	5	15	20	6	11	19	4	6	0	3	55	-7
Petrusev F., Martin H., Topic N., Lazarevic S., Markovic S.	CZV	2	2	1	2	50%	0	1	0%	1	3	33%	0	0	-	0	3	3	1	0	0	0	1	0	0	3	0
M'Baye A., Arna E., Pleiss T., Micic V., Clyburn W.	EFS	1.2	2	1	2	50%	0	2	0%	1	4	25%	0	0	-	1	0	1	0	0	0	0	0	0	0	0	0
Koumadje C., Smith J., Olinde L., Sikma L., Lo M.	BER	64.1	133	35	73	48%	15	33	45%	50	106	47%	18	21	86%	21	41	62	31	30	34	7	25	8	3	158	-12
Koprivica B., Exum D., Punter K., Vukcevic T., Trifunovic U.	PAR	8.6	23	8	13	62%	2	5	40%	10	18	56%	1	2	50%	3	8	11	5	3	2	2	2	0	1	28	2
Exum D., Punter K., Lessort M., Vukcevic T., Trifunovic U.	PAR	1.3	5	1	1	100%	1	2	50%	2	3	67%	0	0	-	0	1	1	2	1	0	0	0	0	0	6	0
Smith J., Thiemann J., Olinde L., Sikma L., Blatt T.	BER	11	16	2	5	40%	2	12	17%	4	17	24%	6	7	86%	7	7	14	4	5	7	3	5	1	1	20	-4
Exum D., Punter K., Lessort M., Trifunovic U., Leday Z.	PAR	8.1	16	3	9	33%	3	5	60%	6	14	43%	1	2	50%	2	3	5	2	6	4	0	0	0	0	12	0
Exum D., Nunnally J., Punter K., Lessort M., Leday Z.	PAR	136.9	305	78	130	60%	25	64	39%	103	194	53%	74	82	90%	24	65	89	50	77	86	23	38	7	3	343	56
Smith J., Thiemann J., Blatt T., Schneider T., Zoosman Y.	BER	5	12	1	3	33%	2	4	50%	3	7	43%	4	4	100%	0	1	1	2	4	5	1	1	0	0	12	0
Exum D., Papapetrou I., Nunnally J., Lessort M., Leday Z.	PAR	58.6	120	32	60	53%	9	29	31%	41	89	46%	29	37	78%	20	30	50	17	33	35	6	17	3	2	123	-15
Andjusic D., Papapetrou I., Nunnally J., Lessort M., Leday Z.	PAR	3.5	4	2	5	40%	0	1	0%	2	6	33%	0	0	-	1	1	2	1	3	3	0	0	1	0	4	-2
Procida G., Thiemann J., Blatt T., Schneider T., Zoosman Y.	BER	4.3	11	3	3	100%	1	2	50%	4	5	80%	2	2	100%	0	3	3	5	2	4	2	0	0	0	22	7
Andjusic D., Papapetrou I., Nunnally J., Punter K., Leday Z.	PAR	0.5	5	0	0	-	1	1	100%	1	1	100%	2	2	100%	0	0	0	1	0	1	0	0	0	0	7	2
Exum D., Papapetrou I., Nunnally J., Punter K., Leday Z.	PAR	8.5	17	3	5	60%	2	4	50%	5	9	56%	5	5	100%	1	2	3	5	4	6	2	1	0	0	24	-8
Andjusic D., Exum D., Papapetrou I., Nunnally J., Punter K.	PAR	3	3	0	3	0%	1	1	100%	1	4	25%	0	0	-	1	0	1	1	2	1	0	2	0	0	-1	-9
Procida G., Sikma L., Blatt T., Schneider T., Zoosman Y.	BER	2.1	8	1	1	100%	1	3	33%	2	4	50%	3	3	100%	2	2	4	1	0	2	0	0	0	0	13	8
Koumadje C., Procida G., Sikma L., Blatt T., Zoosman Y.	BER	11	22	7	9	78%	2	6	33%	9	15	60%	2	3	67%	3	9	12	6	4	8	2	5	2	2	34	6
Andjusic D., Exum D., Papapetrou I., Nunnally J., Leday Z.	PAR	1.2	4	2	3	67%	0	0	-	2	3	67%	0	0	-	0	0	0	1	0	0	1	0	0	0	5	2
Andjusic D., Exum D., Papapetrou I., Lessort M., Leday Z.	PAR	34.2	85	24	41	59%	6	14	43%	30	55	55%	19	31	61%	13	14	27	14	18	25	3	4	1	1	95	12
Andjusic D., Exum D., Lessort M., Trifunovic U., Leday Z.	PAR	7.7	13	3	6	50%	1	5	20%	4	11	36%	4	5	80%	5	4	9	3	2	6	0	3	0	0	18	-10
Andjusic D., Lessort M., Trifunovic U., Madar Y., Leday Z.	PAR	1.8	2	1	2	50%	0	0	-	1	2	50%	0	0	-	0	0	0	0	1	1	0	2	0	0	-1	-6
Koumadje C., Procida G., Sikma L., Lo M., Zoosman Y.	BER	0.8	6	2	2	100%	0	0	-	2	2	100%	2	2	100%	0	1	1	2	0	0	0	0	0	0	9	6
Koumadje C., Procida G., Lo M., Schneider T., Zoosman Y.	BER	7.7	12	1	5	20%	3	6	50%	4	11	36%	1	2	50%	1	9	10	2	5	1	0	3	0	1	8	1
Andjusic D., Exum D., Punter K., Lessort M., Leday Z.	PAR	37	110	25	39	64%	9	17	53%	34	56	61%	33	37	89%	11	17	28	15	11	30	6	11	3	2	142	32
Koumadje C., Smith J., Lo M., Schneider T., Zoosman Y.	BER	0.8	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	2	0	0	1	0	0	-3	-6
Koumadje C., Smith J., Olinde L., Lo M., Schneider T.	BER	2	6	3	4	75%	0	1	0%	3	5	60%	0	0	-	2	0	2	1	2	0	0	0	0	1	4	-1
Smith J., Olinde L., Sikma L., Blatt T., Schneider T.	BER	1.7	7	2	2	100%	1	1	100%	3	3	100%	0	0	-	0	0	0	3	1	0	0	1	0	0	8	-1
Andjusic D., Exum D., Nunnally J., Punter K., Leday Z.	PAR	8.4	18	5	8	63%	1	5	20%	6	13	46%	5	5	100%	1	3	4	3	3	3	2	0	0	0	20	6
Smith J., Olinde L., Blatt T., Schneider T., Zoosman Y.	BER	1.1	2	1	2	50%	0	0	-	1	2	50%	0	0	-	0	1	1	0	0	0	0	1	0	0	1	0
Koumadje C., Smith J., Olinde L., Sikma L., Blatt T.	BER	16.5	31	11	17	65%	3	8	38%	14	25	56%	0	3	0%	6	10	16	9	6	12	3	8	1	0	44	5
Smith J., Thiemann J., Olinde L., Sikma L., Lo M.	BER	9.8	23	3	5	60%	4	10	40%	7	15	47%	5	7	71%	3	6	9	4	3	5	1	2	0	1	26	6
Smith J., Thiemann J., Sikma L., Lo M., Zoosman Y.	BER	17.7	33	9	14	64%	3	18	17%	12	32	38%	6	8	75%	7	8	15	4	6	11	4	4	1	2	34	-8
Koumadje C., Smith J., Thiemann J., Lo M., Zoosman Y.	BER	3	7	1	2	50%	1	2	50%	2	4	50%	2	2	100%	0	0	0	2	0	2	1	1	0	0	9	2
Andjusic D., Exum D., Nunnally J., Punter K., Lessort M.	PAR	2.5	5	1	4	25%	1	2	50%	2	6	33%	0	0	-	1	2	3	0	0	1	0	0	0	0	5	-1
Koumadje C., Procida G., Thiemann J., Lo M., Zoosman Y.	BER	2.5	6	0	0	-	2	4	50%	2	4	50%	0	0	-	0	3	3	2	1	0	0	1	0	0	7	1
Andjusic D., Exum D., Nunnally J., Lessort M., Leday Z.	PAR	17.1	32	5	12	42%	5	10	50%	10	22	45%	7	10	70%	4	10	14	8	10	8	4	4	0	1	36	1
Exum D., Papapetrou I., Punter K., Lessort M., Leday Z.	PAR	80.5	193	47	79	59%	13	31	42%	60	110	55%	60	72	83%	20	57	77	28	34	69	9	23	5	4	258	27
Koumadje C., Procida G., Blatt T., Schneider T., Zoosman Y.	BER	0.2	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	1	1	0	0	0	0	0	0	0	0	-1
Koumadje C., Smith J., Sikma L., Blatt T., Zoosman Y.	BER	25.2	46	9	18	50%	7	15	47%	16	33	48%	7	8	88%	4	18	22	14	15	13	1	12	2	0	53	0
Smith J., Thiemann J., Sikma L., Blatt T., Zoosman Y.	BER	6	24	2	4	50%	4	7	57%	6	11	55%	8	11	73%	3	3	6	6	9	4	0	1	0	0	22	2
Andjusic D., Nunnally J., Punter K., Lessort M., Leday Z.	PAR	2.8	6	3	4	75%	0	1	0%	3	5	60%	0	0	-	0	2	2	2	1	3	1	0	1	0	12	1
Smith J., Thiemann J., Olinde L., Lo M., Schneider T.	BER	3.2	10	1	3	33%	2	3	67%	3	6	50%	2	2	100%	1	1	2	1	1	0	2	1	0	0	10	4
Canaan I., Papanikolaou K., Fall M., Vezenkov S., Walkup T.	OLY	388.3	780	200	323	62%	98	251	39%	298	574	52%	86	113	76%	79	242	321	239	173	169	75	117	23	19	995	111
